Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ITSS,3311,502,17,,9,16,9,3,2,,,,,,,,,,2,"Khan, Masudal H","Laghate, Priyanka Shirish",,,,
ITSS,3312,001,4,35,7,3,7,1,,,1,1,,,1,,,,,"Luo, Ning",,,,,
ITSS,3312,002,10,26,4,4,7,,,,,,,,,,,,,"Zhao, Zehan",,,,,
ITSS,3312,501,4,4,3,1,5,2,,1,1,,,,,,,,,"Franson, Robert","Laghate, Priyanka Shirish",,,,
ITSS,3390,001,2,9,13,8,6,2,1,1,,,1,,1,,,,,"Neal, Angela","Satao, Dipak V",,,,
ITSS,4090,091,,,,,,,,,,,,,,36,,,,"Stephens, Timothy G",,,,,
ITSS,4300,001,,5,13,11,14,14,4,2,,,,,,,,,1,"Pandian, Thiru","Merchant, Zainab Qaid",,,,
ITSS,4300,002,1,4,17,9,10,9,4,2,2,1,1,1,1,,,,,"Aria, Reza","Kaamra, Radhika",,,,
ITSS,4300,501,3,4,11,11,10,11,5,2,6,,,,,,,,,"Aria, Reza","Kaamra, Radhika",,,,
ITSS,4300,502,1,3,5,5,7,9,8,4,4,2,4,3,3,,,,1,"Aria, Reza","Kaamra, Radhika",,,,
ITSS,4301,501,4,2,2,2,7,2,1,,,,,,,,,,1,"Hagen, John","Ananthula, Pooja",,,,
ITSS,4312,501,9,8,,1,,1,,,,,,,,,,,,"Wu, Lidong","Nalamothu, Sudheerbabu",,,,
ITSS,4330,001,,13,19,,12,13,,1,,,,,,,,,1,"Srikanth, Kannan","Satao, Dipak V",,,,
ITSS,4330,002,5,19,9,9,8,2,4,3,2,,,1,1,,,,,"Khan, Taimur A","Kumar, Harish",,,,
ITSS,4330,501,1,8,7,6,10,7,2,3,1,,,1,1,,,,1,"Khan, Taimur A","Kumar, Harish",,,,
ITSS,4340,001,,4,2,9,12,3,5,6,1,,2,,1,,,,,"Thompson, Luell O","Krovvidi, Sri Sai Satya Srinivas",,,,
ITSS,4343,001,,,3,5,5,2,2,2,,,,,3,,,,1,"Subramoniam, Ramesh","Raveena, FNU",,,,
ITSS,4344,001,,24,,,8,,,4,,,5,,3,,,,2,"Bose, Ranavir","Joshi, Omkar Prabhakar",,,,
ITSS,4351,001,,31,8,11,5,4,1,3,2,,,,,,,,,"Shekhar, Gaurav","Dasagrandhi, Veda Swaroop",,,,
ITSS,4351,002,1,11,11,13,11,10,2,,1,1,,,1,,,,1,"Pandian, Thiru",,,,,
ITSS,4351,501,,6,8,17,4,8,,1,,,,,,,,,,"Pandian, Thiru",,,,,
ITSS,4352,001,,7,18,10,18,1,4,1,,,,,,,,,,"Maru, Vatsal K","Tiwari, Ragini",,,,
ITSS,4352,002,5,7,26,6,6,5,3,1,1,,,,,,,,,"Neal, Angela","Chen, Luoying",,,,
ITSS,4353,001,,7,31,15,5,4,4,,1,,,,,,,,,"Akarte, Prajakti V","Kumar, Harish",,,,
ITSS,4353,502,,4,12,5,2,1,,,,,,,1,,,,,"Akarte, Prajakti V","Kumar, Harish",,,,
ITSS,4354,002,,7,5,11,2,4,1,1,2,,1,,1,,,,,"Thomas, Sunela",,,,,
ITSS,4355,001,3,2,6,8,4,6,5,5,2,1,,1,,,,,,"Bradbury, Judd D","Mateen, Ayesha",,,,
ITSS,4356,001,,13,5,8,5,7,5,7,1,7,,1,,,,,1,"Hansen, Atanas Y","Azadjoutabari, Farhad",,,,
ITSS,4360,001,8,30,11,9,2,1,1,1,,,,,,,,,,"Howe, Nathaniel M",,,,,
ITSS,4360,002,4,7,7,15,17,10,6,3,1,,,,,,,,,"Ginevich, Rostislav A","Kottam, Sai Sree",,,,
ITSS,4360,501,1,9,12,10,19,6,5,4,1,1,,,,,,,1,"Thirumalai, Nambi D","Katakam, Divya Bala Sunaina",,,,
ITSS,4361,001,,5,6,9,11,5,3,2,3,,,,,,,,,"Hanifiafshar, Sharmin","Azadjoutabari, Farhad",,,,
ITSS,4370,001,,2,6,6,9,11,6,7,2,1,1,,,,,,1,"Hefley, William E","Gidwani, Payal Balram",,,,
ITSS,4370,002,,6,12,9,10,11,4,5,1,1,1,1,,,,,,"Hefley, William E","Gidwani, Payal Balram",,,,
ITSS,4380,501,,20,,1,,,,,,,,,,,,,1,"Stephens, Timothy G","Ananthula, Pooja",,,,
ITSS,4381,001,13,10,6,4,2,1,,,,,,,,,,,,"Zhang, Hong",,,,,
ITSS,4381,501,,15,22,14,7,1,,,,,1,,,,,,,"Maru, Vatsal K","Katakam, Harshitha",,,,
ITSS,4382,001,2,15,9,4,4,,,,,,,,,,,,1,"Wu, Lidong","Katha, Tasfia T",,,,
ITSS,4395,003,20,30,,,,,,,,,,,,,,,,"Stogsdill, Robert W",,,,,
ITSS,4395,004,7,23,10,4,2,,1,1,,,,1,,,,,1,"Baig, Juveria I",,,,,
ITSS,4V90,093,,,,,,,,,,,,,,14,,,,"Stephens, Timothy G",,,,,
ITSS,4V95,001,5,3,2,3,,,,,1,,,,,,,,2,"Baig, Juveria I","Nalamothu, Sudheerbabu",,,,
JAPN,1311,001,7,2,1,1,2,1,2,,,1,,,,1,,,1,"Tamakoshi, Yuki",,,,,
JAPN,1311,002,9,3,,1,,1,,1,,,,2,1,,,,,"Tamakoshi, Yuki",,,,,
JAPN,2311,001,7,1,1,1,2,1,,,,,,,,,,,,"Hoki, Chieko",,,,,
JAPN,2312,001,3,3,3,1,1,,,,,,,,,,,,,"Hoki, Chieko",,,,,
KORE,1311,001,3,4,,,,2,1,,,,,,,,,,1,"Jeong, Hyejeong",,,,,
KORE,1311,002,12,3,,1,2,2,,,1,,,,,,,,1,"Jeong, Hyejeong",,,,,
KORE,1312,001,1,3,3,2,1,2,,,,,,,,,,,4,"Bang, Hwaja",,,,,
KORE,2311,001,8,4,4,1,,,,,,,,,,,,,1,"Yoon, Jajoo",,,,,
LATS,3303,0H1,6,4,,,,,,,,,,,1,,,,,"Duplantier, Hayley J",,,,,
LIT,1301,001,40,11,6,23,18,7,1,1,,,,,,,,,1,"Ingrao, Peter J","Yang, Dawn D","Gu, Jiajia",,,
LIT,1301,002,78,22,11,21,10,3,3,2,,1,,,1,,,,,"Ingrao, Peter J","Yang, Dawn D","Gu, Jiajia",,,
LIT,2320,501,13,,1,1,1,,,,,,,,,,,,,"Ingrao, Peter J",,,,,
LIT,2329,001,5,18,12,3,,,,,,,,,,,2,,1,"Wang, Mai",,,,,
LIT,2331,001,7,7,1,5,1,2,1,,,,2,,,,,,1,"D'Monte, Nikita",,,,,
LIT,2331,002,5,37,28,15,13,6,,,,,,,1,,,,1,"Hatfield, Charles D","Zhang, Yan",,,,
LIT,2331,004,9,5,1,3,1,3,1,1,1,,1,1,1,,,,,"Brazeal Garza, Lauren E",,,,,
LIT,2331,005,,,7,6,5,3,,1,,,1,,1,,,,3,"Yu, Katherine",,,,,
LIT,2331,007,5,8,3,,1,1,,2,,,,,6,,,,,"Alem, Hosanna G",,,,,
LIT,2331,008,,17,4,1,1,,,2,,,,,4,,,,,"Al-Rashid, Entidhar H",,,,,
LIT,2331,009,11,2,1,2,5,2,,1,4,,,,2,,,,,"Momeniabdolabadi, Bahareh",,,,,
LIT,2331,HN1,3,4,4,3,,,,,,,,,1,,,,,"Gu, Ming D",,,,,
LIT,2350,001,6,8,1,,1,1,2,,,,,,,,,,,"Brewer, Kenneth L",,,,,
LIT,2350,002,2,6,3,2,1,,,,,,,,1,,,,,"Gu, Ming D",,,,,
LIT,3300,001,11,7,5,,1,,,,,,,,,,,,,"Brewer, Kenneth L",,,,,
LIT,3317,001,,43,25,10,2,4,,,,,,,3,,,,1,"Towner, Theresa M",,,,,
LIT,3319,001,1,4,1,2,2,,1,2,,,,,,,,,,"Cotter, Sean J",,,,,
LIT,3319,002,3,4,2,1,2,1,,1,,,,,,,1,,,"Prieto, Rene",,,,,
LIT,3319,003,,2,1,,2,1,2,,1,,,,3,,,,,"Cotter, Sean J",,,,,
LIT,3330,501,3,4,1,1,1,,1,,1,,1,,1,,,,,"Saunders, Joy",,,,,
LIT,3337,001,,9,1,,1,2,,,,,,,,,,,,"Riley, Kristin N",,,,,
LIT,3338,001,,5,2,3,3,,1,,,,1,,,,,,,"Greer, Erin E",,,,,
LIT,3339,001,8,5,1,1,,,,,,,,,,,,,,"Brewer, Kenneth L",,,,,
LIT,3339,002,9,3,2,1,,,,,,,,,,,,,,"Ingrao, Peter J",,,,,
LIT,4329,001,,6,4,3,1,,,,,,1,,,,,,,"Towner, Theresa M",,,,,
LIT,4329,002,,3,2,2,2,,1,,2,,,,,,,,,"Prieto, Rene",,,,,
LIT,4390,0H1,12,1,,,,,,,,,,,1,,,,,"Ogbaa, Maurine",,,,,
LIT,6300,501,,12,1,3,,,,,,,,,2,,,,,"Hatfield, Charles D",,,,,
LIT,6309,001,,12,3,,,,,,,,,,,,,,,"Wang, Mai",,,,,
LIT,6320,001,,8,1,,,,,1,,,,,,,,,,"Stone, Naomi S",,,,,
LIT,6321,001,,14,,,,,,,,,,,,,,,,"Martinez, Manuel L",,,,,
LIT,6325,001,,9,,,1,,,,,,,,1,,,,,"VanWormer, Gretchen",,,,,
LIT,6326,001,,7,,,1,1,,,,,,,1,,,,1,"Cotter, Sean J",,,,,
LIT,6370,001,,9,2,,1,,,,,,,,,,,,,"Greer, Erin E",,,,,
LIT,6388,001,,9,2,1,,,,,,,,,,,2,,,"Patterson, David A",,,,,
MAS,6102,051,,,,,,,,,,,,,2,,,,,"Razvi, Ali","Patel, Anjali Alpeshkumar","Singh, Ayush B","Dhameliya, Rajivkumar B","Shetty, Asmita","Patidar, Manasvi"
MAS,6102,052,,,,,,,,,,,,,1,,,,,"Siri, Brenda","Bharadwaj, Aashay O","Joshi, Shreya Sandeep","Lagimireddy, Ashita Reddy","Shetty, Asmita","Subburam, Rubaasri"
MAS,6102,053,,,,,,,,,,,,,1,,,,,"Robb, Horace A","Adejola, Adejumoke M","Bohari, Murtuza H","Dhameliya, Rajivkumar B","Nagpal, Pushkar","Patidar, Manasvi"
MAS,6102,054,,,,,,,,,,,,,3,,,,,"Wilkerson, Cassandra","Das, Rudranil","Nagpal, Pushkar","Adeleye, Rhoda A","Lagimireddy, Ashita Reddy","Singh, Ayush B"
MAS,6102,055,,,,,,,,,,,,,3,,,,,"Tajahmadi, Ariana T","Bharadwaj, Aashay O","Shah, Isha","Guhe, Aashna A","Adejola, Adejumoke M","Bhardwaj, Rakshit"
MAS,6102,057,,,,,,,,,,,,,1,,,,1,"Aydin, Burcak Z","Shah, Isha","Shah, Krina M","Joshi, Shreya Sandeep","Das, Rudranil","Khachane, Sharayu V"
MAS,6102,091,,,,,,,,,,,,,,,1,,,"Razvi, Ali","Shetty, Asmita","Smith, Cory J","Singh, Ayush B","Vinez, Bradley A","Patidar, Manasvi"
MAS,6102,092,,,,,,,,,,,,,4,,,,,"Siri, Brenda","Bharadwaj, Aashay O","Guhe, Aashna A","Joshi, Shreya Sandeep","Kedar, Devashish Jitendra","Lagimireddy, Ashita Reddy"
MAS,6102,093,,,,,,,,,,,,,2,,,,,"Manoogian, Peter","Adejola, Adejumoke M","Adeleye, Rhoda A","Bhardwaj, Rakshit","Bohari, Murtuza H","Dhameliya, Rajivkumar B"
MAS,6102,094,,,,,,,,,,,,,2,,,,,"Wilkerson, Cassandra","Adeleye, Rhoda A","Nagpal, Pushkar","Das, Rudranil","Lagimireddy, Ashita Reddy","Singh, Ayush B"
MAS,6102,095,,,,,,,,,,,,,2,,,,,"Holmes, Diane","Shah, Isha","Adejola, Adejumoke M","Guhe, Aashna A","Kukreja, Kavya","Bharadwaj, Aashay O"
MAS,6102,097,,,,,,,,,,,,,1,,,,,"Buquet, Richard","Shah, Isha","Shah, Krina M","Joshi, Shreya Sandeep","Das, Rudranil","Khachane, Sharayu V"
MAS,6102,551,,,,,,,,,,,,,,,,,1,"Webb, Brett","Bohari, Murtuza H","Bang, Vidit","Kukreja, Kavya","Mahindrakar, Anish A","Subburam, Rubaasri"
MAS,6102,552,,,,,,,,,,,,,4,,,,,"Wise, Alex G","Mahindrakar, Anish A","Chavan, Siddhesh","Gosavi, Aparna","Bang, Vidit","Singh, Rana Udayveer"
MAS,6102,591,,,,,,,,,,,,,3,,,,,"Battles, Vincent E","Bang, Vidit","Khachane, Sharayu V","Mahindrakar, Anish A","Singh, Rana Udayveer","Kukreja, Kavya"
MAS,6102,592,,,,,,,,,,,,,2,,,,,"Balaraman, Vaidhehi","Gosavi, Aparna","Chavan, Siddhesh","Shah, Krina M","Sajja, Venkateswarlu","Mahindrakar, Anish A"
MAS,6102,SW2,,,,,,,,,,,,,1,,,,,"Kim, Tommy C","Smith, Cory J","Vinez, Bradley A",,,
MAS,6102,SW3,,,,,,,,,,,,,2,,,,,"Kim, Tommy C","Vinez, Bradley A","Smith, Cory J",,,
MAS,6102,SW4,,,,,,,,,,,,,4,,,,,"Kim, Tommy C","Smith, Cory J","Vinez, Bradley A",,,
MAS,6V98,001,,,,,,,,,,,,,,,,,,"Fierst, John","Widdifield, David S",,,,
MATH,1306,001,3,7,3,2,5,5,6,2,3,2,1,,4,,,,1,"Sutton, Julie","Boateng, Collins Kwadwo",,,,
MATH,1306,002,5,2,6,,3,3,,4,2,,,,2,,,,,"Sutton, Julie","Rakotovao, Minosoa Valerie Emmanuellah","Boateng, Collins Kwadwo",,,
MATH,1314,001,3,7,6,4,8,5,3,4,2,2,1,,1,,,,1,"Alvarado, Iris",,,,,
MATH,1314,002,3,4,12,8,4,2,4,1,,2,2,,3,,,,1,"Alvarado, Iris",,,,,
MATH,1314,003,2,5,9,7,6,1,5,2,3,,2,,3,,1,,,"Sultana, Nasrin",,,,,
MATH,1314,004,3,5,4,6,6,3,4,4,2,1,1,,5,,,,2,"Alvarado, Iris",,,,,
MATH,1314,005,4,7,4,4,5,2,2,4,1,3,2,2,7,,,,,"Alvarado, Iris",,,,,
MATH,1314,006,1,7,4,6,5,3,3,6,2,1,1,1,5,,,,,"Wu, Cheyu",,,,,
MATH,1314,007,2,2,10,4,7,2,2,3,,1,3,,3,,,,2,"Sultana, Nasrin",,,,,
MATH,1314,008,1,2,2,14,4,3,7,1,,1,3,,3,,,,2,"Wu, Cheyu",,,,,
MATH,1316,001,3,10,1,3,7,,1,2,1,1,2,,10,,,,1,"Miller, James W",,,,,
MATH,1316,002,3,5,5,4,9,3,3,2,1,,1,3,5,,,,2,"Duruoha, Adannah",,,,,
MATH,1316,003,7,12,7,2,3,5,1,,,,1,,1,,,,,"Duruoha, Adannah",,,,,
MATH,1316,005,6,11,7,4,4,4,,4,2,,,,3,,,,,"Duruoha, Adannah",,,,,
MATH,1316,006,14,10,2,2,8,1,1,1,5,,,1,1,,,,,"Duruoha, Adannah",,,,,
MATH,1325,001,3,4,5,7,1,1,3,3,5,1,3,2,4,,,,5,"Mussa, Derege H",,,,,
MATH,1325,002,4,5,2,3,6,5,7,8,3,,1,,2,,,,1,"Mussa, Derege H",,,,,
MATH,1325,003,3,9,5,7,6,4,2,1,4,3,1,,1,,,,1,"Malhotra, Sakshi",,,,,
MATH,1325,004,7,7,2,6,4,5,4,3,2,,,1,2,,,,5,"Foley, Manjula",,,,,
MATH,1325,005,7,9,6,4,4,2,1,4,1,1,2,2,,,,,3,"Patel, Jigarkumar S",,,,,
MATH,1325,007,5,4,5,7,7,4,3,4,,4,,1,1,,,,1,"Makhijani, Neha",,,,,
MATH,1325,008,8,7,3,9,2,3,4,1,1,2,1,,3,,,,2,"Makhijani, Neha",,,,,
MATH,1325,009,4,6,8,7,2,1,5,3,4,2,,1,4,,,,,"Patel, Jigarkumar S",,,,,
MATH,1325,010,6,4,4,5,3,7,4,1,3,1,,1,3,,,,5,"Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,
MATH,1325,011,6,9,8,3,1,2,4,,3,,3,1,1,,,,1,"Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,
MATH,1325,012,3,7,4,7,8,5,8,,,2,2,,1,,,,1,"Rouf, Samiha C",,,,,
MATH,1325,013,1,3,3,5,3,2,2,2,1,2,1,1,4,,,,2,"Biswas, Saikat",,,,,
MATH,1325,014,6,7,6,6,4,2,2,1,3,4,3,1,1,,,,2,"Foley, Manjula",,,,,
MATH,1325,015,3,7,6,9,3,,1,5,4,2,1,2,2,,,,1,"Mussa, Derege H",,,,,
MATH,1325,016,6,4,1,7,3,4,4,5,2,,2,1,4,,,,,"Biswas, Saikat","Shan, Luning",,,,
MATH,1325,017,6,5,4,4,2,3,6,1,2,3,4,,5,,,,2,"Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,
MATH,1325,501,2,5,,4,,4,4,4,4,1,3,,3,,,,3,"Biswas, Saikat","Anjum, Sharaf",,,,
MATH,1325,502,5,3,5,1,3,1,3,1,2,,,,9,,,,2,"Rouf, Samiha C",,,,,
MATH,1326,001,,3,1,6,3,2,2,5,5,1,,,9,,,,4,"Khoury, Raja N",,,,,
MATH,1326,002,2,2,6,6,2,1,6,7,2,3,,,,,,,3,"Foley, Manjula",,,,,
MATH,1326,003,1,5,2,7,2,5,4,2,7,,3,2,1,,,,2,"Foley, Manjula",,,,,
MATH,1326,004,1,,2,4,4,3,3,7,3,2,1,2,2,,,,1,"Mussa, Derege H",,,,,
MATH,1326,005,,3,4,,,3,5,4,4,4,,,5,,,,4,"Murza, Adrian C",,,,,
MATH,1326,006,2,3,4,4,4,4,2,10,3,,,,3,,,,7,"Akbar, Mohammad M",,,,,
MATH,1326,501,,3,3,4,2,5,,11,4,,1,,4,,,,8,"Akbar, Mohammad M",,,,,
MATH,1326,502,,,,,1,4,,2,2,1,1,1,4,,,,10,"Murza, Adrian C",,,,,
MATH,2312,001,2,7,3,2,6,4,4,5,5,2,,1,4,,,,2,"Martynova, Irina","Harikumar, Rohin",,,,
MATH,2312,002,2,9,,6,4,1,5,2,7,,2,1,4,,,,4,"Martynova, Irina","Harikumar, Rohin",,,,
MATH,2312,003,,6,6,4,3,4,5,4,4,2,2,3,3,,,,2,"Martynova, Irina","Harikumar, Rohin",,,,
MATH,2312,004,2,5,2,4,2,8,2,3,4,1,3,2,6,,,,3,"Ding, Hui",,,,,
MATH,2312,005,1,5,5,1,4,4,2,4,3,1,3,1,8,,,,1,"Ding, Hui",,,,,
MATH,2312,006,1,4,3,4,9,4,,6,4,,,5,5,,,,1,"Martynova, Irina",,,,,
MATH,2333,501,5,5,2,4,2,3,,1,2,,,,2,,,,2,"Rakotomalala, Diarisoa Mihaja Andriamanisa","Yang, Jie",,,,
MATH,2333,0W1,2,1,,1,3,,1,1,4,,,,2,,,,1,"Rakotomalala, Diarisoa Mihaja Andriamanisa","Yang, Jie",,,,
MATH,2370,001,4,,4,1,1,,1,1,1,,4,1,,,1,,1,"Garrett, Bentley T","Seiffert, Lucas",,,,
MATH,2370,002,3,3,2,,,3,5,1,2,,2,,4,,,,3,"Garrett, Bentley T","Fatema, Saba",,,,
MATH,2413,002,,2,4,5,6,2,4,1,5,1,2,,9,,,,5,"Liu, Runzhou",,,,,
MATH,2413,004,1,8,5,6,6,4,3,5,,4,,,4,,,,,"Nguyen, Mylinh T",,,,,
MATH,2413,005,5,14,2,5,5,5,3,2,1,1,1,1,5,,,,,"Nguyen, Mylinh T",,,,,
MATH,2413,006,3,4,7,3,3,1,2,3,2,2,4,2,8,,,,2,"Ding, Hui",,,,,
MATH,2413,007,5,5,3,6,4,4,2,5,1,2,1,1,9,,,,,"Nguyen, Mylinh T",,,,,
MATH,2413,008,1,5,2,2,8,2,5,8,2,1,1,1,11,,,,1,"Liu, Runzhou",,,,,
MATH,2413,009,1,2,1,3,7,2,5,8,3,3,5,1,8,,,,1,"Liu, Runzhou","Kaluduwage, Madhavi Dilshani Anuruddhika F",,,,
MATH,2413,010,1,5,7,6,8,,1,1,2,4,1,,6,,,,3,"Liu, Runzhou",,,,,
MATH,2413,011,4,2,4,3,3,5,7,2,2,3,2,1,7,,,,1,"Ding, Hui",,,,,
MATH,2413,012,3,8,4,2,4,2,5,7,2,1,,3,6,,,,3,"Sultana, Nasrin",,,,,
MATH,2413,013,1,5,6,4,3,4,3,6,3,3,1,2,6,,,,3,"Kehoe, Joselle D",,,,,
MATH,2413,015,2,2,6,10,4,4,2,7,3,,2,2,6,,,,,"Miller, James W",,,,,
MATH,2413,017,2,6,3,6,5,6,5,3,,1,4,,9,,,,,"Paudel, Ajaya B",,,,,
MATH,2413,018,1,8,4,3,7,7,3,11,1,,1,3,1,,,,,"Kehoe, Joselle D",,,,,
MATH,2413,021,4,3,3,2,8,4,4,5,1,3,4,1,5,,,,3,"Kehoe, Joselle D",,,,,
MATH,2413,023,1,4,5,3,6,4,3,9,4,1,3,,3,,,,1,"Paudel, Ajaya B",,,,,
MATH,2413,024,2,12,4,7,5,3,4,3,,2,1,,3,,,,1,"Nguyen, Mylinh T",,,,,
MATH,2413,025,3,4,9,5,6,2,6,5,3,2,1,1,3,,,,,"Paudel, Ajaya B",,,,,
MATH,2413,026,,2,2,3,7,5,2,7,2,2,2,2,11,,,,2,"Paudel, Ajaya B",,,,,
MATH,2413,027,2,5,5,3,3,6,4,6,6,,2,,6,,,,1,"Sultana, Nasrin",,,,,
MATH,2413,028,2,3,6,1,4,7,6,6,1,3,3,,3,,,,2,"Kehoe, Joselle D",,,,,
MATH,2414,001,2,6,7,3,3,1,3,4,2,2,4,2,5,,,,1,"Aman, Kelly C",,,,,
MATH,2414,002,3,5,2,2,5,1,1,5,1,,6,,8,,,,3,"Ahsan, Mohammad K",,,,,
MATH,2414,003,5,4,2,1,2,3,3,1,2,1,1,,8,,,,1,"Ahsan, Mohammad K",,,,,
MATH,2414,004,4,4,3,2,2,5,4,2,1,1,1,3,6,,,,1,"Conlon, Ronan",,,,,
MATH,2414,005,8,3,3,3,5,1,3,3,,1,1,,11,,,,2,"Conlon, Ronan",,,,,
MATH,2414,006,1,7,3,3,,3,2,2,1,1,4,1,8,,,,7,"Tran, Anh T",,,,,
MATH,2414,007,3,4,2,1,4,2,4,2,1,1,,3,11,,,,3,"Ahsan, Mohammad K",,,,,
MATH,2414,008,7,7,4,2,3,3,3,3,,2,,,8,,,,2,"Aman, Kelly C",,,,,
MATH,2414,009,5,7,5,3,5,4,1,4,5,,,1,5,,,,2,"Garrett, Bentley T",,,,,
MATH,2414,011,5,1,4,8,2,,1,6,2,,6,1,9,,,,2,"Aman, Kelly C",,,,,
MATH,2414,012,2,1,4,3,2,,4,1,,2,2,3,14,,1,,3,"Ahsan, Mohammad K",,,,,
MATH,2414,013,10,10,3,1,3,5,1,2,1,2,1,1,5,,,,2,"Aman, Kelly C",,,,,
MATH,2414,014,2,11,1,6,1,4,2,1,1,2,,,9,,,,6,"Garrett, Bentley T",,,,,
MATH,2415,001,5,11,6,3,11,3,4,3,1,,2,,7,,,,1,"Zweck, John W",,,,,
MATH,2415,002,3,11,3,5,12,2,1,8,2,,5,,2,,,,5,"Coskunuzer, Baris","Zweck, John W",,,,
MATH,2415,003,4,9,3,4,7,1,,6,3,,2,,6,,,,2,"Coskunuzer, Baris","Liu, Jingzhou","Zweck, John W",,,
MATH,2415,004,6,12,5,3,6,,2,8,1,,2,,3,,,,1,"Zweck, John W",,,,,
MATH,2415,501,,2,1,2,,1,,4,4,,,,2,,,,3,"Khoury, Raja N",,,,,
MATH,2417,001,4,5,3,6,3,5,1,4,,3,2,1,6,,,,4,"Arreche Aguayo, Carlos E",,,,,
MATH,2417,002,2,3,5,2,5,4,6,5,5,2,,,3,,,,5,"Dahal, Rabin",,,,,
MATH,2417,003,3,3,1,3,3,6,,4,5,2,2,,8,,,,5,"Ohsawa, Tomoki",,,,,
MATH,2417,004,6,4,4,3,1,3,2,6,3,2,1,1,6,,,,4,"Dahal, Rabin",,,,,
MATH,2417,005,3,7,4,4,2,6,3,1,3,,4,3,6,,,,2,"Dahal, Rabin",,,,,
MATH,2417,006,3,6,7,3,3,4,3,2,4,,3,,5,,,,2,"Ohsawa, Tomoki",,,,,
MATH,2417,HN1,2,10,4,1,,1,,,,,,,,,,,,"Ramakrishna, Viswanath","Hasija, Jyoti",,,,
MATH,2418,001,11,7,2,7,3,3,4,5,3,2,3,3,4,,,,3,"Wu, Cheyu",,,,,
MATH,2418,002,10,4,5,5,2,2,4,5,10,1,,3,5,,,,5,"Adabrah, Anani Komla",,,,,
MATH,2418,003,14,6,3,2,9,3,,4,10,1,2,2,2,,,,4,"Murza, Adrian C",,,,,
MATH,2418,004,14,3,7,3,5,3,2,4,7,2,,2,7,,,,3,"Adabrah, Anani Komla",,,,,
MATH,2418,005,15,8,6,5,5,1,1,3,8,,,2,6,,,,2,"Murza, Adrian C",,,,,
MATH,2418,006,5,2,3,1,6,2,4,3,7,1,5,6,15,,,,1,"Turi, Janos",,,,,
MATH,2418,007,12,4,4,2,5,4,4,6,10,1,1,3,2,,,,,"Wu, Cheyu",,,,,
MATH,2418,501,13,6,4,4,4,5,2,1,8,,1,1,8,,,,2,"Pereira, Luis Felipe F",,,,,
MATH,2418,502,,,,1,3,2,,3,1,,1,3,7,,,,3,"Turi, Janos",,,,,
MATH,2418,503,11,9,3,3,2,3,1,3,5,2,1,1,9,,,,2,"Adabrah, Anani Komla",,,,,
MATH,2419,001,1,2,3,,1,,2,1,1,,1,,2,,,,,"Eydelzon, Anatoly",,,,,
MATH,2419,002,3,1,,2,1,1,5,5,6,1,,,5,,,,2,"Eydelzon, Anatoly",,,,,
MATH,2419,003,2,3,2,5,,1,4,2,4,2,2,,1,,,,3,"Eydelzon, Anatoly",,,,,
MATH,2420,001,,1,1,2,5,2,3,4,4,,1,,3,,,,4,"Patel, Jigarkumar S",,,,,
MATH,2420,002,5,5,5,3,8,6,8,9,3,,1,,4,,,,1,"Patel, Jigarkumar S",,,,,
MATH,2420,003,3,10,2,5,6,10,6,4,1,,1,,3,,1,,3,"Rachinskiy, Dmitry",,,,,
MATH,2420,004,5,4,6,8,6,5,9,7,5,,1,,1,,,,2,"Makarenkov, Oleg",,,,,
MATH,2420,501,,2,5,2,15,7,3,9,7,,,,4,,,,5,"Rachinskiy, Dmitry",,,,,
MATH,2420,HN1,5,4,2,1,,1,2,1,1,,1,,,,,,,"Dabkowski, Mieczyslaw K","Rawat, Richa",,,,
MATH,3310,001,,1,2,3,3,1,1,,1,,,,,,,,2,"Dabkowski, Malgorzata A","Gettemy, Aidan R",,,,
MATH,3310,002,5,11,4,7,7,4,4,1,,,,1,1,,,,1,"Dabkowski, Malgorzata A","Gettemy, Aidan R",,,,
MATH,3311,001,2,,1,1,4,2,2,,1,,1,,,,,,,"Dabkowski, Malgorzata A","Gettemy, Aidan R",,,,
MATH,3311,002,1,5,,1,2,,,,,1,,1,1,,,,,"Dabkowski, Malgorzata A",,,,,
MATH,3315,001,8,10,4,1,3,,,,2,,,,1,,,,1,"Williams, Nathan F","Babbitt, Matthew W",,,,
MATH,3323,001,1,2,2,2,3,2,2,,1,1,,,1,,,,1,"Khan, Rizwanur","Babbitt, Matthew W",,,,
MATH,3351,001,6,10,,3,11,,2,10,1,3,2,1,5,,,,2,"McKeown, Stephen","Murad, Mohammad Hassan",,,,
MATH,3351,501,1,7,,2,4,,1,8,1,2,2,1,3,,,,3,"McKeown, Stephen","Murad, Mohammad Hassan",,,,
MATH,3379,001,6,7,3,3,2,1,1,3,,1,2,,4,,,,,"Dahal, Rabin","Zagvozdkin, Andrei",,,,
MATH,4301,001,5,10,10,14,6,3,2,2,3,,,,2,,1,,,"Dabkowski, Mieczyslaw K","Sinha Roy, Sushmita",,,,
